trip_id,start_date,route_id,train_id,direction,current_stop_sequence,current_status,timestamp,stop_id,message_timestamp
116800_1..N03R,20200106,1,01 1928  SFT/242,1,9,2,1578357449,132N,1578359540
117250_1..S03R,20200106,1,01 1932+ 242/SFT,3,5,1,1578357446,107S,1578359540
117250_1..N03R,20200106,1,01 1932+ SFT/242,1,5,1,1578357443,136N,1578359540
117700_1..N03R,20200106,1,01 1937  SFT/242,1,2,2,1578357451,139N,1578359540
107500_2..N01R,20200106,2,02 1755  FLA/241,1,49,1,1578357417,201N,1578359540
108050_2..S01R,20200106,2,02 1800+ 241/FLA,3,49,2,1578357447,247S,1578359540
108200_2..N01R,20200106,2,02 1802  FLA/241,1,48,2,1578357452,204N,1578359540
108750_2..S01R,20200106,2,02 1807+ 241/FLA,3,46,1,1578357340,244S,1578359540
108750_2..N01R,20200106,2,02 1807+ FLA/241,1,44,1,1578357407,208N,1578359540
109450_2..S01R,20200106,2,02 1814+ 241/FLA,3,45,2,1578357450,243S,1578359540
109500_2..N01R,20200106,2,02 1815  FLA/241,1,41,1,1578357406,211N,1578359540
110050_2..N01R,20200106,2,02 1820+ FLA/241,1,39,1,1578357267,213N,1578359540
110100_2..S01R,20200106,2,02 1821  241/FLA,3,41,0,1578357449,238S,1578359540
110550_2..N01R,20200106,2,02 1825+ FLA/241,1,38,1,1578357412,214N,1578359540
110800_2..S01R,20200106,2,02 1828  241/FLA,3,36,2,1578357448,233S,1578359540
111100_2..N01R,20200106,2,02 1831  FLA/241,1,34,1,1578357453,218N,1578359540
111550_2..S01R,20200106,2,02 1835+ 241/FLA,3,31,1,1578357422,228S,1578359540
111550_2..N01R,20200106,2,02 1835+ FLA/241,1,31,2,1578357448,221N,1578359540
112250_2..S01R,20200106,2,02 1842+ 241/FLA,3,29,2,1578357446,132S,1578359540
112450_2..N01R,20200106,2,02 1844+ FLA/241,1,27,1,1578357432,226N,1578359540
112950_2..S01R,20200106,2,02 1849+ 241/FLA,3,26,1,1578357439,123S,1578359540
113100_2..N01R,20200106,2,02 1851  FLA/241,1,25,2,1578357451,120N,1578359540
113500_2..S01R,20200106,2,02 1855  241/FLA,3,24,1,1578357434,227S,1578359540
113850_2..N01R,20200106,2,02 1858+ FLA/241,1,25,2,1578357453,120N,1578359540
114150_2..S01R,20200106,2,02 1901+ 241/FLA,3,22,2,1578357448,225S,1578359540
114700_2..N01R,20200106,2,02 1907  FLA/241,1,17,0,1578357451,230N,1578359540
114900_2..S01R,20200106,2,02 1909  241/FLA,3,19,2,1578357452,221S,1578359540
115300_2..N01R,20200106,2,02 1913  FLA/241,1,15,0,1578357451,232N,1578359540
115750_2..S01R,20200106,2,02 1917+ 241/FLA,3,15,2,1578357445,217S,1578359540
115900_2..N01R,20200106,2,02 1919  FLA/241,1,12,1,1578357430,235N,1578359540
116450_2..S01R,20200106,2,02 1924+ 241/FLA,3,10,2,1578357449,212S,1578359540
116500_2..N01R,20200106,2,02 1925  FLA/241,1,8,1,1578357421,239N,1578359540
117150_2..S01R,20200106,2,02 1931+ 241/FLA,3,7,1,1578357446,209S,1578359540
117300_2..N01R,20200106,2,02 1933  FLA/241,1,7,1,1578357440,241N,1578359540
110700_3..N01R,20200106,3,03 1827  NLT/148,1,34,2,1578357448,301N,1578359540
111150_3..S01R,20200106,3,03 1831+ 148/NLT,3,33,1,1578357241,256S,1578359540
111600_3..N01R,20200106,3,03 1836  NLT/148,1,32,1,1578357453,224N,1578359540
111850_3..S01R,20200106,3,03 1838+ 148/NLT,3,31,0,1578357449,254S,1578359540
112450_3..N01R,20200106,3,03 1844+ NLT/148,1,29,0,1578357449,227N,1578359540
112950_3..S01R,20200106,3,03 1849+ 148/NLT,3,28,2,1578357448,251S,1578359540
113100_3..N01R,20200106,3,03 1851  NLT/148,1,27,2,1578357444,123N,1578359540
113650_3..S01R,20200106,3,03 1856+ 148/NLT,3,20,1,1578357406,235S,1578359540
113950_3..N01R,20200106,3,03 1859+ NLT/148,1,25,2,1578357443,128N,1578359540
114450_3..S01R,20200106,3,03 1904+ 148/NLT,3,16,2,1578357439,231S,1578359540
114650_3..N01R,20200106,3,03 1906+ NLT/148,1,19,1,1578357414,231N,1578359540
115250_3..S01R,20200106,3,03 1912+ 148/NLT,3,12,1,1578357446,137S,1578359540
115550_3..N01R,20200106,3,03 1915+ NLT/148,1,13,1,1578357443,237N,1578359540
116050_3..S01R,20200106,3,03 1920+ 148/NLT,3,10,2,1578357450,128S,1578359540
116250_3..N01R,20200106,3,03 1922+ NLT/148,1,10,1,1578357441,248N,1578359540
116800_3..S01R,20200106,3,03 1928  148/NLT,3,8,2,1578357446,123S,1578359540
117050_3..N01R,20200106,3,03 1930+ NLT/148,1,7,1,1578357443,251N,1578359540
117450_3..S01R,20200106,3,03 1934+ 148/NLT,3,3,2,1578357447,224S,1578359540
111400_4..N06R,20200106,4,04 1834  UTI/WDL,1,26,2,1578357448,405N,1578359540
111850_4..N06R,20200106,4,04 1838+ UTI/WDL,1,23,2,1578357452,408N,1578359540
111850_4..S06R,20200106,4,04 1838+ WDL/UTI,3,27,2,1578357454,239S,1578359540
112500_4..S06R,20200106,4,04 1845  WDL/UTI,3,24,2,1578357448,423S,1578359540
112650_4..N43R,20200106,4,04 1846+ UTI/BUR,1,19,1,1578357447,409N,1578359540
112950_4..N06R,20200106,4,04 1849+ UTI/WDL,1,19,1,1578357451,412N,1578359540
113100_4..S06R,20200106,4,04 1851  WDL/UTI,3,20,2,1578357446,640S,1578359540
113700_4..N06R,20200106,4,04 1857  UTI/WDL,1,15,2,1578357446,416N,1578359540
113700_4..S06R,20200106,4,04 1857  WDL/UTI,3,19,1,1578357408,635S,1578359540
114300_4..N,20200106,4,04 1903  UTI/WDL,1,12,1,1578357431,629N,1578359540
114300_4..S06R,20200106,4,04 1903  WDL/UTI,3,17,1,1578357401,629S,1578359540
114900_4..S06R,20200106,4,04 1909  WDL/UTI,3,16,2,1578357454,626S,1578359540
115500_4..S06R,20200106,4,04 1915  WDL/UTI,3,14,1,1578357413,416S,1578359540
115700_4..N06R,20200106,4,04 1917  UTI/WDL,1,9,1,1578357448,640N,1578359540
116100_4..S06R,20200106,4,04 1921  WDL/UTI,3,12,1,1578357447,414S,1578359540
116200_4..N06R,20200106,4,04 1922  UTI/WDL,1,7,1,1578357422,419N,1578359540
116700_4..S06R,20200106,4,04 1927  WDL/UTI,3,8,0,1578357448,410S,1578359540
116800_4..N43R,20200106,4,04 1928  UTI/BUR,1,4,1,1578357430,234N,1578359540
117250_4..S06R,20200106,4,04 1932+ WDL/UTI,3,4,1,1578357408,406S,1578359540
117550_4..N06R,20200106,4,04 1935+ UTI/WDL,1,2,2,1578357448,239N,1578359540
108950_5..N74R,20200106,5X,05 1809+ FLA/DYR,1,29,2,1578357441,501N,1578359540
109650_5..S03R,20200106,5,05 1816+ DYR/FLA,3,35,0,1578357446,246S,1578359540
109850_5..N74R,20200106,5X,05 1818+ FLA/DYR,1,26,1,1578357346,504N,1578359540
110700_5..N74R,20200106,5X,05 1827  FLA/DYR,1,25,2,1578357434,505N,1578359540
110800_5..S03R,20200106,5,05 1828  DYR/FLA,3,30,0,1578357448,241S,1578359540
111350_5..N74R,20200106,5X,05 1833+ FLA/DYR,1,24,0,1578357448,213N,1578359540
111500_5..S03R,20200106,5,05 1835  DYR/FLA,3,26,2,1578357451,423S,1578359540
112200_5..N74R,20200106,5X,05 1842  FLA/DYR,1,24,2,1578357450,213N,1578359540
112500_5..S03R,20200106,5,05 1845  DYR/FLA,3,22,1,1578357414,640S,1578359540
113200_5..S03R,20200106,5,05 1852  DYR/FLA,3,21,2,1578357453,635S,1578359540
113300_5..N74R,20200106,5X,05 1853  FLA/DYR,1,20,1,1578357394,621N,1578359540
114200_5..S03R,20200106,5,05 1902  DYR/FLA,3,18,2,1578357437,626S,1578359540
114550_5..N71R,20200106,5,05 1905+ FLA/DYR,1,17,1,1578357404,631N,1578359540
114850_5..S07R,20200106,5,05 1908+ DYR/UTI,3,16,2,1578357447,416S,1578359540
115600_5..S07R,20200106,5,05 1916  DYR/UTI,3,12,2,1578357442,219S,1578359540
115700_5..N71R,20200106,5,05 1917  FLA/DYR,1,12,2,1578357451,420N,1578359540
116300_5..N71R,20200106,5,05 1923  FLA/DYR,1,9,2,1578357451,235N,1578359540
116650_5..S07R,20200106,5,05 1926+ DYR/UTI,3,8,1,1578357429,215S,1578359540
117500_5..N71R,20200106,5,05 1935  FLA/DYR,1,3,1,1578357443,245N,1578359540
117850_5..S07R,20200106,5,05 1938+ DYR/UTI,3,2,2,1578357448,502S,1578359540
111600_6..N02R,20200106,6X,06 1836  BBR/PEL,1,29,2,1578357452,601N,1578359540
112000_6..N01R,20200106,6,06 1840  BBR/PEL,1,36,2,1578357447,603N,1578359540
112200_6..S01R,20200106,6,06 1842  PEL/BBR,3,35,1,1578357415,637S,1578359540
112400_6..N02R,20200106,6X,06 1844  BBR/PEL,1,25,0,1578357434,606N,1578359540
112800_6..N03R,20200106,6,06 1848  BBR/177,1,30,1,1578357437,610N,1578359540
113000_6..S01R,20200106,6,06 1850  PEL/BBR,1,29,2,1578357420,631S,1578359540
113550_6..S03R,20200106,6,06 1855+ 177/BBR,3,27,1,1578357453,635S,1578359540
113600_6..N01R,20200106,6,06 1856  BBR/PEL,1,26,2,1578357447,614N,1578359540
113900_6..S01R,20200106,6,06 1859  PEL/BBR,3,24,2,1578357446,626S,1578359540
114000_6..N02R,20200106,6X,06 1900  BBR/PEL,1,22,2,1578357433,613N,1578359540
114400_6..S03R,20200106,6,06 1904  177/BBR,3,21,2,1578357444,629S,1578359540
114400_6..N03R,20200106,6,06 1904  BBR/177,1,21,1,1578357320,619N,1578359540
114600_6..S01R,20200106,6,06 1906  PEL/BBR,3,20,2,1578357451,622S,1578359540
114800_6..N02R,20200106,6X,06 1908  BBR/PEL,1,20,1,1578357252,621N,1578359540
115100_6..S01R,20200106,6,06 1911  PEL/BBR,3,18,2,1578357450,619S,1578359540
115300_6..S03R,20200106,6,06 1913  177/BBR,3,16,0,1578357453,624S,1578359540
115600_6..N03R,20200106,6,06 1916  BBR/177,1,15,0,1578357451,626N,1578359540
115800_6..N01R,20200106,6,06 1918  BBR/PEL,1,14,2,1578357431,627N,1578359540
116100_6..S01R,20200106,6,06 1921  PEL/BBR,3,12,1,1578357441,613S,1578359540
116400_6..N01R,20200106,6,06 1924  BBR/PEL,1,11,2,1578357451,630N,1578359540
116600_6..S01R,20200106,6,06 1926  PEL/BBR,3,10,0,1578357454,611S,1578359540
116750_6..S03R,20200106,6,06 1927+ 177/BBR,3,7,1,1578357415,614S,1578359540
116800_6..N02R,20200106,6X,06 1928  BBR/PEL,1,8,1,1578357446,633N,1578359540
117100_6..S01R,20200106,6,06 1931  PEL/BBR,3,4,1,1578357431,604S,1578359540
117200_6..N01R,20200106,6,06 1932  BBR/PEL,1,5,1,1578357406,636N,1578359540
117600_6..N01R,20200106,6,06 1936  BBR/PEL,1,2,1,1578357419,639N,1578359540
117700_6..S01R,20200106,6,06 1937  PEL/BBR,3,2,1,1578357428,602S,1578359540
118000_6..N02R,20200106,6X,06 1940  BBR/PEL,1,1,0,1578357448,640N,1578359540
117600_GS.S03R,20200106,GS,0S 1936  TSS/GCS,3,2,1,1578357440,901S,1578359540
111000_1..N03R,20200106,1,01 1830  SFT/242,1,37,1,1578356897,103N,1578359540
111400_1..N03R,20200106,1,01 1834  SFT/242,1,36,1,1578356898,104N,1578359540
111800_1..N03R,20200106,1,01 1838  SFT/242,1,35,1,1578357117,106N,1578359540
112250_1..S03R,20200106,1,01 1842+ 242/SFT,3,38,2,1578357481,142S,1578359540
112700_1..S03R,20200106,1,01 1847  242/SFT,3,36,1,1578357457,138S,1578359540
112950_1..S03R,20200106,1,01 1849+ 242/SFT,3,33,1,1578357465,135S,1578359540
113000_1..N03R,20200106,1,01 1850  SFT/242,1,33,2,1578357482,108N,1578359540
113450_1..S03R,20200106,1,01 1854+ 242/SFT,3,31,1,1578357483,133S,1578359540
113600_1..N03R,20200106,1,01 1856  SFT/242,1,29,1,1578357481,112N,1578359540
113850_1..S03R,20200106,1,01 1858+ 242/SFT,3,27,1,1578357454,129S,1578359540
114200_1..N03R,20200106,1,01 1902  SFT/242,1,24,1,1578357468,117N,1578359540
114250_1..S03R,20200106,1,01 1902+ 242/SFT,3,24,1,1578357483,126S,1578359540
114650_1..S03R,20200106,1,01 1906+ 242/SFT,3,20,1,1578357446,122S,1578359540
114800_1..N03R,20200106,1,01 1908  SFT/242,1,20,1,1578357473,121N,1578359540
115050_1..S03R,20200106,1,01 1910+ 242/SFT,3,18,1,1578357443,120S,1578359540
115450_1..S03R,20200106,1,01 1914+ 242/SFT,3,17,1,1578357451,119S,1578359540
115450_1..N03R,20200106,1,01 1914+ SFT/242,1,18,2,1578357480,123N,1578359540
115900_1..S03R,20200106,1,01 1919  242/SFT,3,14,2,1578357482,116S,1578359540
115900_1..N03R,20200106,1,01 1919  SFT/242,1,15,2,1578357473,126N,1578359540
116350_1..S03R,20200106,1,01 1923+ 242/SFT,3,12,2,1578357483,114S,1578359540
116350_1..N03R,20200106,1,01 1923+ SFT/242,1,14,2,1578357483,127N,1578359540
116700_1..S03R,20200106,1,01 1927  242/SFT,3,9,1,1578357459,111S,1578359540
116800_1..N03R,20200106,1,01 1928  SFT/242,1,9,1,1578357483,132N,1578359540
117250_1..S03R,20200106,1,01 1932+ 242/SFT,3,6,2,1578357484,108S,1578359540
117250_1..N03R,20200106,1,01 1932+ SFT/242,1,6,0,1578357483,135N,1578359540
117700_1..N03R,20200106,1,01 1937  SFT/242,1,2,0,1578357484,139N,1578359540
107500_2..N01R,20200106,2,02 1755  FLA/241,1,49,1,1578357417,201N,1578359540
108050_2..S01R,20200106,2,02 1800+ 241/FLA,3,49,2,1578357447,247S,1578359540
108200_2..N01R,20200106,2,02 1802  FLA/241,1,48,0,1578357475,204N,1578359540
108750_2..S01R,20200106,2,02 1807+ 241/FLA,3,46,1,1578357340,244S,1578359540
108750_2..N01R,20200106,2,02 1807+ FLA/241,1,45,2,1578357478,207N,1578359540
109450_2..S01R,20200106,2,02 1814+ 241/FLA,3,45,0,1578357484,243S,1578359540
109500_2..N01R,20200106,2,02 1815  FLA/241,1,42,2,1578357474,210N,1578359540
110050_2..N01R,20200106,2,02 1820+ FLA/241,1,39,1,1578357267,213N,1578359540
110100_2..S01R,20200106,2,02 1821  241/FLA,3,41,1,1578357466,238S,1578359540
110550_2..N01R,20200106,2,02 1825+ FLA/241,1,39,2,1578357483,213N,1578359540
110800_2..S01R,20200106,2,02 1828  241/FLA,3,36,0,1578357482,233S,1578359540
111100_2..N01R,20200106,2,02 1831  FLA/241,1,34,1,1578357453,218N,1578359540
111550_2..S01R,20200106,2,02 1835+ 241/FLA,3,32,2,1578357481,229S,1578359540
111550_2..N01R,20200106,2,02 1835+ FLA/241,1,31,0,1578357480,221N,1578359540
112250_2..S01R,20200106,2,02 1842+ 241/FLA,3,29,1,1578357470,132S,1578359540
112450_2..N01R,20200106,2,02 1844+ FLA/241,1,28,2,1578357483,225N,1578359540
112950_2..S01R,20200106,2,02 1849+ 241/FLA,3,26,1,1578357439,123S,1578359540
113100_2..N01R,20200106,2,02 1851  FLA/241,1,25,1,1578357467,120N,1578359540
113500_2..S01R,20200106,2,02 1855  241/FLA,3,24,1,1578357434,227S,1578359540
113850_2..N01R,20200106,2,02 1858+ FLA/241,1,25,2,1578357467,120N,1578359540
114150_2..S01R,20200106,2,02 1901+ 241/FLA,3,22,2,1578357480,225S,1578359540
114700_2..N01R,20200106,2,02 1907  FLA/241,1,17,1,1578357471,230N,1578359540
114900_2..S01R,20200106,2,02 1909  241/FLA,3,19,0,1578357481,221S,1578359540
115300_2..N01R,20200106,2,02 1913  FLA/241,1,15,1,1578357456,232N,1578359540
115750_2..S01R,20200106,2,02 1917+ 241/FLA,3,15,1,1578357480,217S,1578359540
115900_2..N01R,20200106,2,02 1919  FLA/241,1,13,0,1578357484,234N,1578359540
116450_2..S01R,20200106,2,02 1924+ 241/FLA,3,10,1,1578357476,212S,1578359540
116500_2..N01R,20200106,2,02 1925  FLA/241,1,8,1,1578357421,239N,1578359540
117150_2..S01R,20200106,2,02 1931+ 241/FLA,3,7,1,1578357446,209S,1578359540
117300_2..N01R,20200106,2,02 1933  FLA/241,1,7,1,1578357440,241N,1578359540
110700_3..N01R,20200106,3,03 1827  NLT/148,1,34,1,1578357482,301N,1578359540
111150_3..S01R,20200106,3,03 1831+ 148/NLT,3,33,1,1578357241,256S,1578359540
111600_3..N01R,20200106,3,03 1836  NLT/148,1,32,1,1578357453,224N,1578359540
111850_3..S01R,20200106,3,03 1838+ 148/NLT,3,31,1,1578357457,254S,1578359540
112450_3..N01R,20200106,3,03 1844+ NLT/148,1,29,1,1578357465,227N,1578359540
112950_3..S01R,20200106,3,03 1849+ 148/NLT,3,28,2,1578357479,251S,1578359540
113100_3..N01R,20200106,3,03 1851  NLT/148,1,27,2,1578357456,123N,1578359540
113650_3..S01R,20200106,3,03 1856+ 148/NLT,3,21,0,1578357479,236S,1578359540
113950_3..N01R,20200106,3,03 1859+ NLT/148,1,25,2,1578357480,128N,1578359540
114450_3..S01R,20200106,3,03 1904+ 148/NLT,3,16,2,1578357484,231S,1578359540
114650_3..N01R,20200106,3,03 1906+ NLT/148,1,20,2,1578357482,230N,1578359540
115250_3..S01R,20200106,3,03 1912+ 148/NLT,3,12,1,1578357446,137S,1578359540
115550_3..N01R,20200106,3,03 1915+ NLT/148,1,13,1,1578357443,237N,1578359540
116050_3..S01R,20200106,3,03 1920+ 148/NLT,3,10,1,1578357462,128S,1578359540
116250_3..N01R,20200106,3,03 1922+ NLT/148,1,10,1,1578357441,248N,1578359540
116800_3..S01R,20200106,3,03 1928  148/NLT,3,8,2,1578357479,123S,1578359540
117050_3..N01R,20200106,3,03 1930+ NLT/148,1,7,1,1578357443,251N,1578359540
117450_3..S01R,20200106,3,03 1934+ 148/NLT,3,3,2,1578357480,224S,1578359540
111400_4..N06R,20200106,4,04 1834  UTI/WDL,1,26,1,1578357481,405N,1578359540
111850_4..N06R,20200106,4,04 1838+ UTI/WDL,1,23,1,1578357477,408N,1578359540
111850_4..S06R,20200106,4,04 1838+ WDL/UTI,3,27,2,1578357468,239S,1578359540
112500_4..S06R,20200106,4,04 1845  WDL/UTI,3,24,2,1578357462,423S,1578359540
112650_4..N43R,20200106,4,04 1846+ UTI/BUR,1,19,1,1578357447,409N,1578359540
112950_4..N06R,20200106,4,04 1849+ UTI/WDL,1,19,1,1578357451,412N,1578359540
113100_4..S06R,20200106,4,04 1851  WDL/UTI,3,20,2,1578357471,640S,1578359540
113700_4..N06R,20200106,4,04 1857  UTI/WDL,1,15,2,1578357480,416N,1578359540
113700_4..S06R,20200106,4,04 1857  WDL/UTI,3,20,2,1578357475,640S,1578359540
114300_4..N,20200106,4,04 1903  UTI/WDL,1,12,1,1578357431,629N,1578359540
114300_4..S06R,20200106,4,04 1903  WDL/UTI,3,18,2,1578357462,631S,1578359540
114900_4..S06R,20200106,4,04 1909  WDL/UTI,3,16,1,1578357461,626S,1578359540
115500_4..S06R,20200106,4,04 1915  WDL/UTI,3,15,2,1578357477,621S,1578359540
115700_4..N06R,20200106,4,04 1917  UTI/WDL,1,9,1,1578357448,640N,1578359540
116100_4..S06R,20200106,4,04 1921  WDL/UTI,3,12,1,1578357447,414S,1578359540
116200_4..N06R,20200106,4,04 1922  UTI/WDL,1,8,2,1578357482,418N,1578359540
116700_4..S06R,20200106,4,04 1927  WDL/UTI,3,8,1,1578357467,410S,1578359540
116800_4..N43R,20200106,4,04 1928  UTI/BUR,1,5,2,1578357482,423N,1578359540
117250_4..S06R,20200106,4,04 1932+ WDL/UTI,3,5,2,1578357481,407S,1578359540
117550_4..N06R,20200106,4,04 1935+ UTI/WDL,1,2,2,1578357478,239N,1578359540
117950_4..N06R,20200106,4,04 1939+ UTI/WDL,1,1,1,1578357480,250N,1578359540
108950_5..N74R,20200106,5X,05 1809+ FLA/DYR,1,29,2,1578357463,501N,1578359540
109650_5..S03R,20200106,5,05 1816+ DYR/FLA,3,35,1,1578357470,246S,1578359540
109850_5..N74R,20200106,5X,05 1818+ FLA/DYR,1,26,1,1578357346,504N,1578359540
110700_5..N74R,20200106,5X,05 1827  FLA/DYR,1,25,2,1578357481,505N,1578359540
110800_5..S03R,20200106,5,05 1828  DYR/FLA,3,30,1,1578357456,241S,1578359540
111350_5..N74R,20200106,5X,05 1833+ FLA/DYR,1,24,1,1578357468,213N,1578359540
111500_5..S03R,20200106,5,05 1835  DYR/FLA,3,26,2,1578357475,423S,1578359540
112200_5..N74R,20200106,5X,05 1842  FLA/DYR,1,24,2,1578357479,213N,1578359540
112500_5..S03R,20200106,5,05 1845  DYR/FLA,3,22,1,1578357414,640S,1578359540
113200_5..S03R,20200106,5,05 1852  DYR/FLA,3,21,2,1578357453,635S,1578359540
113300_5..N74R,20200106,5X,05 1853  FLA/DYR,1,21,2,1578357469,416N,1578359540
114200_5..S03R,20200106,5,05 1902  DYR/FLA,3,18,2,1578357478,626S,1578359540
114550_5..N71R,20200106,5,05 1905+ FLA/DYR,1,18,2,1578357478,629N,1578359540
114850_5..S07R,20200106,5,05 1908+ DYR/UTI,3,16,2,1578357471,416S,1578359540
115600_5..S07R,20200106,5,05 1916  DYR/UTI,3,12,1,1578357474,219S,1578359540
115700_5..N71R,20200106,5,05 1917  FLA/DYR,1,12,2,1578357475,420N,1578359540
116300_5..N71R,20200106,5,05 1923  FLA/DYR,1,9,2,1578357481,235N,1578359540
116650_5..S07R,20200106,5,05 1926+ DYR/UTI,3,9,2,1578357471,216S,1578359540
117500_5..N71R,20200106,5,05 1935  FLA/DYR,1,3,1,1578357443,245N,1578359540
117850_5..S07R,20200106,5,05 1938+ DYR/UTI,3,2,2,1578357474,502S,1578359540
111600_6..N02R,20200106,6X,06 1836  BBR/PEL,1,29,0,1578357469,601N,1578359540
112000_6..N01R,20200106,6,06 1840  BBR/PEL,1,36,1,1578357481,603N,1578359540
112200_6..S01R,20200106,6,06 1842  PEL/BBR,3,36,0,1578357464,638S,1578359540
112400_6..N02R,20200106,6X,06 1844  BBR/PEL,1,25,1,1578357455,606N,1578359540
112800_6..N03R,20200106,6,06 1848  BBR/177,1,31,2,1578357474,609N,1578359540
113000_6..S01R,20200106,6,06 1850  PEL/BBR,3,29,2,1578357477,631S,1578359540
113550_6..S03R,20200106,6,06 1855+ 177/BBR,3,27,1,1578357453,635S,1578359540
113600_6..N01R,20200106,6,06 1856  BBR/PEL,1,26,0,1578357477,614N,1578359540
113900_6..S01R,20200106,6,06 1859  PEL/BBR,3,24,2,1578357482,626S,1578359540
114000_6..N02R,20200106,6X,06 1900  BBR/PEL,1,22,2,1578357481,613N,1578359540
114400_6..S03R,20200106,6,06 1904  177/BBR,3,21,0,1578357484,629S,1578359540
114400_6..N03R,20200106,6,06 1904  BBR/177,1,22,2,1578357483,618N,1578359540
114600_6..S01R,20200106,6,06 1906  PEL/BBR,3,20,2,1578357483,622S,1578359540
114800_6..N02R,20200106,6X,06 1908  BBR/PEL,1,21,2,1578357480,619N,1578359540
115100_6..S01R,20200106,6,06 1911  PEL/BBR,3,18,1,1578357480,619S,1578359540
115300_6..S03R,20200106,6,06 1913  177/BBR,3,16,1,1578357477,624S,1578359540
115600_6..N03R,20200106,6,06 1916  BBR/177,1,15,1,1578357480,626N,1578359540
115800_6..N01R,20200106,6,06 1918  BBR/PEL,1,14,1,1578357470,627N,1578359540
116100_6..S01R,20200106,6,06 1921  PEL/BBR,3,12,1,1578357441,613S,1578359540
116400_6..N01R,20200106,6,06 1924  BBR/PEL,1,11,1,1578357481,630N,1578359540
116600_6..S01R,20200106,6,06 1926  PEL/BBR,3,10,1,1578357461,611S,1578359540
116750_6..S03R,20200106,6,06 1927+ 177/BBR,3,8,0,1578357483,615S,1578359540
116800_6..N02R,20200106,6X,06 1928  BBR/PEL,1,8,1,1578357446,633N,1578359540
117100_6..S01R,20200106,6,06 1931  PEL/BBR,3,5,0,1578357476,606S,1578359540
117200_6..N01R,20200106,6,06 1932  BBR/PEL,1,6,1,1578357484,635N,1578359540
117600_6..N01R,20200106,6,06 1936  BBR/PEL,1,3,2,1578357461,638N,1578359540
117700_6..S01R,20200106,6,06 1937  PEL/BBR,3,3,2,1578357480,603S,1578359540
118000_6..N02R,20200106,6X,06 1940  BBR/PEL,1,1,1,1578357465,640N,1578359540
111000_1..N03R,20200106,1,01 1830  SFT/242,1,37,1,1578356897,103N,1578359540
111400_1..N03R,20200106,1,01 1834  SFT/242,1,36,1,1578356898,104N,1578359540
111800_1..N03R,20200106,1,01 1838  SFT/242,1,35,1,1578357117,106N,1578359540
112250_1..S03R,20200106,1,01 1842+ 242/SFT,3,38,1,1578357511,142S,1578359540
112700_1..S03R,20200106,1,01 1847  242/SFT,3,37,2,1578357509,139S,1578359540
112950_1..S03R,20200106,1,01 1849+ 242/SFT,3,34,2,1578357511,136S,1578359540
113450_1..S03R,20200106,1,01 1854+ 242/SFT,3,31,1,1578357483,133S,1578359540
113600_1..N03R,20200106,1,01 1856  SFT/242,1,29,1,1578357481,112N,1578359540
113850_1..S03R,20200106,1,01 1858+ 242/SFT,3,28,0,1578357513,130S,1578359540
114200_1..N03R,20200106,1,01 1902  SFT/242,1,24,1,1578357468,117N,1578359540
114250_1..S03R,20200106,1,01 1902+ 242/SFT,3,24,1,1578357483,126S,1578359540
114650_1..S03R,20200106,1,01 1906+ 242/SFT,3,21,2,1578357511,123S,1578359540
114800_1..N03R,20200106,1,01 1908  SFT/242,1,20,1,1578357473,121N,1578359540
115050_1..S03R,20200106,1,01 1910+ 242/SFT,3,19,2,1578357508,121S,1578359540
115450_1..S03R,20200106,1,01 1914+ 242/SFT,3,18,2,1578357506,120S,1578359540
115450_1..N03R,20200106,1,01 1914+ SFT/242,1,18,1,1578357508,123N,1578359540
115900_1..S03R,20200106,1,01 1919  242/SFT,3,14,1,1578357491,116S,1578359540
115900_1..N03R,20200106,1,01 1919  SFT/242,1,15,0,1578357506,126N,1578359540
116350_1..S03R,20200106,1,01 1923+ 242/SFT,3,12,2,1578357507,114S,1578359540
116350_1..N03R,20200106,1,01 1923+ SFT/242,1,14,2,1578357513,127N,1578359540
116700_1..S03R,20200106,1,01 1927  242/SFT,3,10,2,1578357513,112S,1578359540
116800_1..N03R,20200106,1,01 1928  SFT/242,1,9,1,1578357483,132N,1578359540
117250_1..S03R,20200106,1,01 1932+ 242/SFT,3,6,0,1578357511,108S,1578359540
117250_1..N03R,20200106,1,01 1932+ SFT/242,1,6,1,1578357507,135N,1578359540
117700_1..N03R,20200106,1,01 1937  SFT/242,1,2,1,1578357501,139N,1578359540
113000_1..N,20200106,1,=1 1850  SFT/242,1,33,1,1578357496,108N,1578359540
108050_2..S01R,20200106,2,02 1800+ 241/FLA,3,49,2,1578357447,247S,1578359540
108200_2..N01R,20200106,2,02 1802  FLA/241,1,48,1,1578357488,204N,1578359540
108750_2..S01R,20200106,2,02 1807+ 241/FLA,3,46,1,1578357340,244S,1578359540
108750_2..N01R,20200106,2,02 1807+ FLA/241,1,45,1,1578357508,207N,1578359540
109450_2..S01R,20200106,2,02 1814+ 241/FLA,3,45,1,1578357489,243S,1578359540
109500_2..N01R,20200106,2,02 1815  FLA/241,1,42,0,1578357506,210N,1578359540
110050_2..N01R,20200106,2,02 1820+ FLA/241,1,39,1,1578357267,213N,1578359540
110100_2..S01R,20200106,2,02 1821  241/FLA,3,41,1,1578357466,238S,1578359540
110550_2..N01R,20200106,2,02 1825+ FLA/241,1,39,2,1578357511,213N,1578359540
